State,District,Subdistrict Name,Facility Type,Facility Name,Facility Address,Latitude,Longitude,ActiveFlag_C,NOTIONAL_PHYSICAL,Location Type,Type Of Facility,Nin_N
Assam,Golaghat,Kamarbandha Ali BPHC,phc,NOGURA MPHC,NA,26.4007,93.961267,Y,Physical,Rural,Public,6452858647
Assam,Nalbari,Chamata BPHC,phc,Bhadra Arora MPHC,NA,26.401017,91.465017,Y,Physical,Rural,Public,8141863863
Assam,Nagaon,Dhing BPHC,phc,AHOMGAON SD,NA,26.404267,92.482667,Y,Physical,Rural,Public,8877632557
Assam,Nagaon,Dhing BPHC,phc,Bechamari PHC,NA,26.40475,92.455517,Y,Physical,Rural,Public,8414815681
Assam,Bongaigaon,Bongaigaon BPHC,phc,Majgaon SD,NA,26.406267,90.590967,Y,Physical,Rural,Public,4877511487
Assam,Kamrup R,Bihdia PHC,phc,Bihdia PHC,NA,26.40705,91.728583,Y,Physical,Rural,Public,3112855162
Assam,Marigaon,Laharighat,phc,Sialmari SD,NA,26.410217,92.284033,Y,Physical,Rural,Public,4874616818
Assam,Kokrajhar,Dotoma,phc,Sakti Ashram SD,NA,26.4104,90.171233,Y,Physical,Rural,Public,1116713726
Assam,Nalbari,Ghograpar BPHC,phc,Dakhingaon SD,NA,26.41225,91.511483,Y,Physical,Rural,Public,4771467729
Assam,Kokrajhar,Dotoma,phc,Chithila SHC,NA,26.41265,90.132317,Y,Physical,Rural,Public,3563643786
Assam,Nagaon,Dhing BPHC,phc,BATADRAWA MPHC,NA,26.414583,92.550933,Y,Physical,Rural,Public,1551141748
Assam,Darrang,Patharighat,phc,CHENGELIAJHAR,NA,26.417,91.845783,Y,Physical,Rural,Public,4455832776
Assam,Darrang,Jaljali,phc,GOSHAIGAON,NA,26.419283,92.00165,Y,Physical,Rural,Public,NA
Assam,Nagaon,Samaguri BPHC,phc,SAMAGURI,NA,26.419567,92.85145,Y,Physical,Rural,Public,4717548335
Assam,Bongaigaon,Bongaigaon BPHC,phc,Chipansila MPHC,NA,26.42185,90.613833,Y,Physical,Rural,Public,2822347833
Assam,Karbi Anglong,Chowkihola BPHC,phc,Chokihola,NA,26.423067,93.74475,Y,Physical,Rural,Public,5377334858
Assam,Nalbari,Ghograpar BPHC,phc,Silpotabori MPHC,NA,26.426,91.4975,Y,Physical,Rural,Public,3263252151
Assam,Nagaon,Simonabasti BPHC,phc,Simonabosti,NA,26.4262,92.962483,Y,Physical,Rural,Public,5681853486
Assam,Barpeta,Bhawanipur,phc,HOWLY,NA,26.427817,90.937183,Y,Physical,Rural,Public,8337535770
Assam,Barpeta,Bhawanipur,phc,SARUTAPA,NA,26.428817,91.072217,Y,Physical,Rural,Public,4635743372
Assam,Bongaigaon,Bongaigaon BPHC,phc,Mulagaon MPHC,NA,26.4291,90.528333,Y,Physical,Rural,Public,1858741778
Assam,Bongaigaon,Bongaigaon BPHC,phc,Panchapur MPHC,NA,26.429117,90.528317,Y,Physical,Rural,Public,6231312262
Assam,Bongaigaon,Manikpur BPHC,phc,Jhawbari SD,NA,26.432283,90.833917,Y,Physical,Rural,Public,2221632231
Assam,Nagaon,Singimari BPHC,phc,TARABARI,NA,26.432567,92.6947,Y,Physical,Rural,Public,4333833665
Assam,Kokrajhar,Gossaigaon,phc,Bhowraguri PHC,NA,26.433967,90.066983,Y,Physical,Rural,Public,5316216620
Assam,Nalbari,Tihu FRU (Reporting Unit),phc,Jalkhana MPHC,NA,26.434233,91.244967,Y,Physical,Rural,Public,4462286677
Assam,Kamrup R,Rangia PHC,phc,Rangia PHC,NA,26.435367,91.623883,Y,Physical,Rural,Public,1446343384
Assam,Nalbari,Chamata BPHC,phc,Uttar Dharmapur MPHC,NA,26.435617,91.341833,Y,Physical,Rural,Public,6821448278
Assam,Barpeta,Nagaon,phc,KAWAIMARI,NA,26.436483,91.186333,Y,Physical,Rural,Public,8854651471
Assam,Bongaigaon,Srijangram BPHC,phc,Sidalsati MPHC,NA,26.438067,90.665033,Y,Physical,Rural,Public,6147867664
Bihar,Jamui,Chakai,chc,RH Chakai,NA,24.54968167,86.39956667,Y,Physical,Rural,Public,1112452287
Bihar,Aurangabad,Nabinagar,chc,RH Nabinagar,NA,24.59947,84.1283,Y,Physical,Rural,Public,1113765653
Bihar,Aurangabad,Kutumba,chc,RH Kutumba,NA,24.6149556,84.2282198,Y,Physical,Rural,Public,7448263652
Bihar,Kaimur Bhabua,Adhaura,chc,RH Adhaura,NA,24.69782307,83.61485635,Y,Physical,Rural,Public,7472441372
Bihar,Banka,Katoriya,chc,RH Katoria,NA,24.74961598,86.72476071,Y,Physical,Rural,Public,1764578645
Bihar,Jamui,Jhajha,chc,RH Jhajha,NA,24.770545,86.379485,Y,Physical,Urban,Public,7824362730
Bihar,Banka,Bounsi,chc,RH Bounsi,NA,24.8005,87.013737,Y,Physical,Rural,Public,7658635862
Bihar,Jamui,Lakshmipur,chc,RH Laxmipur,NA,24.886051,86.393864,Y,Physical,Rural,Public,6257754785
Bihar,Nawada,Warisliganj,chc,RH Warsaliganj,NA,25.016468,85.638353,Y,Physical,Rural,Public,4875353858
Bihar,Banka,Amarpur,chc,Amarpur,NA,25.0479,86.89588,Y,Physical,Urban,Public,4865457339
Bihar,Rohtas,Nasirganj,chc,RH Nasriganj,NA,25.04807,84.32971,Y,Physical,Rural,Public,1112284318
Bihar,Aurangabad,Haspura,chc,RH Haspura,NA,25.060882,84.517027,Y,Physical,Rural,Public,5544878167
Bihar,Nalanda,Islampur,chc,RH Islampur,NA,25.139076,85.202842,Y,Physical,Rural,Public,1112276660
Bihar,Jehanabad,Ghoshi,chc,RH Ghoshi,NA,25.1897682,85.1145224,Y,Physical,Rural,Public,7273763370
Bihar,Nalanda,Asthawan,chc,RH Asthawan,NA,25.215375,85.622273,Y,Physical,Rural,Public,1112276454
Bihar,Sheikhpura,Barbihga,chc,RH Barbihga,NA,25.216002,85.737815,Y,Physical,Rural,Public,1112142680
Bihar,Bhagalpur,Nathnagar,chc,RH Nathnagar,NA,25.22641761,86.93262992,Y,Physical,Rural,Public,1112432453
Bihar,Bhagalpur,Sultanganj,chc,Sultanganj,NA,25.2449354,86.749893,Y,Physical,Urban,Public,2164512143
Bihar,Bhagalpur,Pirpainti,chc,RH Pirpainti,NA,25.2693081,87.4093527,Y,Physical,Rural,Public,7742365773
Bihar,Lakhisarai,Barahiya,chc,Barhiya,NA,25.28245,86.01825,Y,Physical,Urban,Public,1111528673
Bihar,Kaimur Bhabua,Ramgarh,chc,RH Ramgarh,NA,25.29267043,83.65976553,Y,Physical,Rural,Public,1112134349
Bihar,Nalanda,Chandi,chc,RH Chandi,NA,25.32013,85.40623,Y,Physical,Rural,Public,1112276546
Bihar,Patna,Paliganj,chc,RH Paliganj,NA,25.3271021,84.8007315,Y,Physical,Rural,Public,8511788435
Bihar,Begusarai,Matihani,chc,RH Maithani,NA,25.37419167,86.15993167,Y,Physical,Rural,Public,1112364359
Bihar,Patna,Mokama,chc,Mokama,NA,25.40389,85.90633,Y,Physical,Urban,Public,4663372383
Bihar,Bhojpur,Sandesh,chc,RH Sandesh,NA,25.40743317,84.74010372,Y,Physical,Rural,Public,3585838620
Bihar,Khagaria,Gogri,chc,RH Gogri,NA,25.4132574,86.6579141,Y,Physical,Rural,Public,7287465632
Bihar,Bhojpur,Jagdishpur,chc,RH Jagdishpur,NA,25.46282,84.41777,Y,Physical,Rural,Public,5217253615
Bihar,Katihar,Barari,chc,RH Barari,NA,25.5001641,87.3779746,Y,Physical,Rural,Public,1112164767
Bihar,Patna,Naubatpur,chc,RH Naubatpur,NA,25.503225,84.961052,Y,Physical,Rural,Public,3166482483
Bihar,Vaishali,Raghopur,chc,Mohanpur,NA,25.55277778,85.34055556,Y,Physical,Rural,Public,7562347836
Bihar,Patna,Bihta,chc,RH Bihta,NA,25.56259,84.87421,Y,Physical,Rural,Public,6586454826
Bihar,Begusarai,Cheria Bariyarpur,chc,RH Manjhaul,NA,25.566979,86.119916,Y,Physical,Rural,Public,1112267271
Bihar,Purnia,Rupauli,chc,RH Rupouli,NA,25.57873,87.15023,Y,Physical,Rural,Public,1113851453
Bihar,Vaishali,Lalganj,chc,Lalganj,NA,25.59077,85.15359,Y,Physical,Rural,Public,5431262129
Bihar,Bhojpur,Shahpur,chc,RH Shahpur,NA,25.6027831,84.3887884,Y,Physical,Rural,Public,6856337586
Bihar,Samastipur,Tajpur,chc,RH Tajpur,NA,25.8572,85.66962,Y,Physical,Rural,Public,7413178380
Bihar,Vaishali,Chehra Kalan,chc,Khajechand Chhapra,NA,25.917126,85.437706,Y,Physical,Rural,Public,8684613337
Bihar,Siwan,Siswan,chc,Siswan,NA,25.95027,84.39973,Y,Physical,Urban,Public,3777671854
Bihar,Purnia,Amour,chc,RH Amour,NA,25.955695,87.729575,Y,Physical,Rural,Public,3286823376
Bihar,Saran,Marhowrah,chc,RH Marhaura,NA,25.9668,84.8667,Y,Physical,Rural,Public,7325531155
Bihar,Muzaffarpur,Sakra,chc,RH Sakra,NA,25.97767705,85.56119392,Y,Physical,Rural,Public,5214565136
Bihar,Saran,Baniapur,chc,RH Baniapur,NA,25.99671,84.69155,Y,Physical,Rural,Public,6384823560
Bihar,Siwan,Raghunathpur,chc,Raghunathpur,NA,26.00059,84.27229,Y,Physical,Urban,Public,2524578875
Bihar,Saran,Tariyann,chc,RH Tariyann,NA,26.0678,84.89857,Y,Physical,Rural,Public,2452688738
Bihar,Araria,Raniganj,chc,RH Raniganj,NA,26.08686076,87.23529667,Y,Physical,Rural,Public,6762817861
Bihar,Araria,Jokihat,chc,RH Jokihat,NA,26.14270986,87.61837073,Y,Physical,Rural,Public,1112526387
Bihar,Darbhanga,Manigachhi,chc,RH Manigachi,NA,26.191274,86.1958983,Y,Physical,Rural,Public,1111546766
Bihar,Supaul,Tribeniganj,chc,RH Tribeniganj,NA,26.2289,86.8678,Y,Physical,Rural,Public,1112125883
Bihar,Siwan,Mairwa,chc,Mairwa,NA,26.238432,84.146152,Y,Physical,Urban,Public,5244318480
Bihar,Kishanganj,Pothia,chc,RH Chhattargachh,NA,26.239232,88.11306,Y,Physical,Rural,Public,4272344377
Bihar,Supaul,Raghopur,chc,RH Raghopur,NA,26.3006,86.8383,Y,Physical,Rural,Public,2341152417
Bihar,Madhubani,Phulparas Old,chc,RH Phulparas,NA,26.35413066,86.4878206,Y,Physical,Rural,Public,6188441288
Bihar,Darbhanga,Jale,chc,RH Jale,NA,26.38793365,85.73448486,Y,Physical,Rural,Public,1678674548
Bihar,Gopalganj,Bhorey,chc,RH Bhorey,NA,26.44692,84.1040189,Y,Physical,Rural,Public,3512847785
Bihar,Gopalganj,Phulwaria,chc,RH Phulwaria,NA,26.45950859,84.24993863,Y,Physical,Rural,Public,1112134646
Bihar,East Champaran,Chakia,chc,RH Chakia,NA,26.4902451,84.9862234,Y,Physical,Rural,Public,6311254616
Bihar,Gopalganj,Kateya,chc,RH Kateya,NA,26.5328465,84.0855995,Y,Physical,Rural,Public,4733518866
Bihar,East Champaran,Areraj,chc,RH Areraj,NA,26.5528394,84.6662199,Y,Physical,Rural,Public,8847133629
Bihar,East Champaran,Dhaka,chc,RH Dhaka,NA,26.6714572,85.1545485,Y,Physical,Rural,Public,8336188415
Bihar,Aurangabad,Aurangabad Urban,dis_h,Sadar Hospital Aurangabad,NA,24.75282646,84.37563498,Y,Physical,Rural,Public,1113763310
Bihar,Gaya,Gaya Urban,dis_h,Sadar Hospital Pilgrim Gaya,NA,24.799,85.0089,Y,Physical,Rural,Public,2248684652
Bihar,Banka,Banka Urban,dis_h,Sadar Hospital Banka,NA,24.86590802,86.91762355,Y,Physical,Rural,Public,5874254856
Bihar,Nawada,Nawada Urban,dis_h,Sadar Hospital Nawada,NA,24.887262,85.54591,Y,Physical,Rural,Public,6475855745
Bihar,Jamui,Jamui Urban,dis_h,Sadar Hospital Jamui,NA,24.92410167,86.224265,Y,Physical,Rural,Public,1112457716
Bihar,Rohtas,Rohtas Urban,dis_h,Sadar Hospital Rohtas Sasaram,NA,24.95234,84.01388,Y,Physical,Rural,Public,1112283419
Bihar,Kaimur Bhabua,Kaimur Urban,dis_h,Sadar Hospital Bhabua Kaimur,NA,25.03972248,83.60784985,Y,Physical,Rural,Public,1112318272
Bihar,Sheikhpura,Sheikhpura Urban,dis_h,Sadar Hospital Sheikhpura,NA,25.138342,85.841429,Y,Physical,Rural,Public,1112142748
Bihar,Lakhisarai,Lakhisarai Urban,dis_h,Sadar Hospital Lakhisarai,NA,25.1460122,86.09115178,Y,Physical,Rural,Public,1848861330
Bihar,Nalanda,Nalanda Urban,dis_h,Sadar Hospital Biharsharif Nalanda,NA,25.2047,85.51458,Y,Physical,Rural,Public,3871654863
Bihar,Jehanabad,Jehanabad Urban,dis_h,Sadar Hospital Jehanabad,NA,25.2116445,84.9856573,Y,Physical,Rural,Public,8423367278
Bihar,Arwal,Arwal Urban,dis_h,Sadar Hospital Arwal,NA,25.23255697,84.6771688,Y,Physical,Rural,Public,8414443179
Bihar,Bhagalpur,Bhagalpur Urban,dis_h,LNJP Sadar Hospital Bhagalpur,NA,25.24843803,86.98339317,Y,Physical,Rural,Public,6835737245
Bihar,Bhagalpur,Bhagalpur Urban,dis_h,JLNMCH Bhagalpur,NA,25.263232,87.002405,Y,Physical,Rural,Public,8765733335
Bihar,Munger,Munger Urban,dis_h,Sadar Hospital Munger,NA,25.381813,86.47178,Y,Physical,Rural,Public,1112267420
Bihar,Begusarai,Begusarai Urban,dis_h,Sadar Hospital Begusarai,NA,25.41397858,86.136028,Y,Physical,Rural,Public,1112267248
Bihar,Khagaria,Khagaria Urban,dis_h,Sadar Hospital Khagaria,NA,25.50874,86.47543,Y,Physical,Rural,Public,1112287220
Bihar,Katihar,Katihar Urban,dis_h,Sadar Hospital Katihar,NA,25.53979119,87.56753664,Y,Physical,Rural,Public,8228811876
Bihar,Buxar,Buxar Urban,dis_h,Sadar Hospital Buxar,NA,25.55441937,83.95268407,Y,Physical,Rural,Public,1112288152
Bihar,Bhojpur,Ara Bhojpur Urban,dis_h,Sadar Hospital Ara Bhojpur,NA,25.55932333,84.67092333,Y,Physical,Rural,Public,8445528451
Bihar,Vaishali,Vaishali Urban,dis_h,Sadar Hospital Hajipur Vaishali,NA,25.6914926,85.207995,Y,Physical,Rural,Public,4388531370
Bihar,Saran,Saran Urban,dis_h,Sadar Hospital Saran,NA,25.78188,84.73068,Y,Physical,Rural,Public,2337388629
Bihar,Purnia,Purnia Urban,dis_h,Sadar Hospital Purnia,NA,25.78498,87.48845,Y,Physical,Rural,Public,1113752669
Bihar,Samastipur,Samastipur Urban,dis_h,Sadar Hospital Samastipur,NA,25.85771,85.77903,Y,Physical,Rural,Public,1748354378
Bihar,Saharsa,Saharsa Urban,dis_h,Sadar Hospital Saharsa,NA,25.88705,86.59001,Y,Physical,Rural,Public,1112236581
Bihar,Madhepura,Madhepura Urban,dis_h,Sadar Hospital Madhepura,NA,25.92203,86.79141833,Y,Physical,Rural,Public,3431246887
Bihar,Kishanganj,Kishanganj Urban,dis_h,Sadar Hospital Kishanganj,NA,26.101658,87.9489934,Y,Physical,Rural,Public,4728424658
Bihar,Supaul,Supaul Urban,dis_h,Sadar Hospital Supaul,NA,26.11551,86.59569,Y,Physical,Rural,Public,1112124779
Bihar,Muzaffarpur,Muzaffarpur Urban,dis_h,Sadar Hospital Muzaffarpur,NA,26.12173,85.3821,Y,Physical,Rural,Public,4831227782
Bihar,Araria,Araria Urban,dis_h,Sardar Hospital Araria,NA,26.12946,87.46917,Y,Physical,Rural,Public,1112317340
Bihar,Darbhanga,Darbhanga Urban,dis_h,DMCH Darbhanga,NA,26.133546,85.900148,Y,Physical,Rural,Public,1112226863
Bihar,Muzaffarpur,Muzaffarpur Urban,dis_h,SKMCH Muzaffarpur,NA,26.1692,85.39065,Y,Physical,Rural,Public,1717125650
Bihar,Siwan,Siwan Urban,dis_h,Sadar Hospital Siwan,NA,26.22562,84.36207,Y,Physical,Rural,Public,2826858454
Bihar,Madhubani,Madhubani Urban,dis_h,Sadar Hospital Madhubani,NA,26.33796,86.07152,Y,Physical,Rural,Public,1511827253
Bihar,Gopalganj,Gopalganj Urban,dis_h,Sadar Hospital Gopalganj,NA,26.4628334,84.4411063,Y,Physical,Rural,Public,5624384375
Bihar,Sitamarhi,Sitamarhi Urban,dis_h,Sadar Hospital Sitamarhi,NA,26.59642,85.49542,Y,Physical,Rural,Public,1111574248
Bihar,East Champaran,Purbi Champaran Urban,dis_h,Sadar Hospital Motihari Purbi Champaran,NA,26.64678667,84.90919,Y,Physical,Rural,Public,1112287311
Bihar,West Champaran,Pashchim Champaran Urban,dis_h,Sadar Hospital M.J.K Bettiah Paschim Champaran,NA,26.795671,84.4990688,Y,Physical,Rural,Public,8312584868
Bihar,Madhubani,Benipatti,phc,APHC Shivnagar,NA,19.283536,73.120208,Y,Physical,Rural,Public,1111522882
Bihar,Patna,Athmalgola,phc,APHC Karjan,NA,22.055216,73.117257,Y,Physical,Rural,Public,1664732888
Bihar,Purnia,Purnia East,phc,APHC Harda,NA,22.335545,77.099608,Y,Physical,Urban,Public,1112472533
Bihar,Rohtas,Chenare,phc,APHC Telari,NA,22.373603,88.121817,Y,Physical,Rural,Public,3274823768
Bihar,Madhubani,Benipatti,phc,APHC Ektara,NA,22.538252,88.381756,Y,Physical,Rural,Public,8234637661
Bihar,Purnia,Amour,phc,APHC Rangamati,NA,22.65735,92.173271,Y,Physical,Rural,Public,1112452345
Bihar,Rohtas,Sasaram,phc,APHC Darigaon,NA,23.254,85.654,Y,Physical,Urban,Public,4335255115
Bihar,Gopalganj,Manjha,phc,APHC Gausia,NA,23.43496878,71.29694947,Y,Physical,Rural,Public,7772832759
Bihar,Gaya,Tikari,phc,APHC Chaaita,NA,24.01116,84.84914,Y,Physical,Rural,Public,1625132244
Bihar,Kaimur Bhabua,Chainpur,phc,APHC Bakhari Devi,NA,24.01375,83.0387,Y,Physical,Rural,Public,7258634349
Bihar,Banka,Banka Sadar,phc,Banka Sadar,NA,24.144701,87.056103,Y,Physical,Rural,Public,1445858283
Bihar,Gaya,Muhra,phc,APHC Naudiha,NA,24.182,85.27738,Y,Physical,Rural,Public,8586187653
Bihar,Kaimur Bhabua,Chainpur,phc,APHC  Govindpur,NA,24.3275,83.3287,Y,Physical,Rural,Public,5636744467
Bihar,Gopalganj,Manjha,phc,APHC Koini,NA,24.39496878,71.49396826,Y,Physical,Rural,Public,1112134588
Bihar,Jamui,Chakai,phc,APHC Dulampur,NA,24.4,86.433333,Y,Physical,Rural,Public,4155474481
Bihar,Gaya,Dumariia,phc,PHC Dumaria,NA,24.441598,84.398881,Y,Physical,Rural,Public,6287678616
Bihar,Gaya,Dumariia,phc,APHC Magra,NA,24.441598,84.398881,Y,Physical,Rural,Public,1112186364
Bihar,Gaya,Dumariia,phc,APHC Rajbaliya,NA,24.441598,84.398881,Y,Physical,Rural,Public,1112186455
Bihar,Gaya,Imamganj,phc,APHC Kothi,NA,24.453749,84.584344,Y,Physical,Rural,Public,2631715139
Bihar,Gaya,Imamganj,phc,APHC Raniganj,NA,24.453749,84.584344,Y,Physical,Rural,Public,2423378856
Bihar,Gaya,Imamganj,phc,Imamganj,NA,24.45518385,84.58911102,Y,Physical,Rural,Public,6127157151
Bihar,Jamui,Chakai,phc,APHC Saraun,NA,24.456618,86.385849,Y,Physical,Rural,Public,1267511721
Bihar,Gaya,Barachatti,phc,APHC Shivganj Bazar,NA,24.478838,84.958214,Y,Physical,Rural,Public,2681857773
Bihar,Gaya,Barachatti,phc,Barachatti,NA,24.50124,85.010927,Y,Physical,Rural,Public,8851327380
Bihar,Gaya,Dhovi,phc,APHC Mahakar Sevichak,NA,24.5022,84.8991,Y,Physical,Rural,Public,7442173832
Bihar,Aurangabad,Nabinagar,phc,APHC Pandu,NA,24.514325,84.1087758,Y,Physical,Rural,Public,1233478443
Bihar,Gaya,Banke Bazar,phc,PHC Bankebazar,NA,24.51548,84.66458,Y,Physical,Rural,Public,6567447369
Bihar,Gaya,Dhovi,phc,PHC Dhobhi,NA,24.5307,84.9105,Y,Physical,Rural,Public,1124352236
Bihar,Aurangabad,Madanpur,phc,APHC Bangare,NA,24.532003,84.587475,Y,Physical,Rural,Public,4362732879
Bihar,Gaya,Mohanpur,phc,APHC Dangra,NA,24.53469,85.04472,Y,Physical,Rural,Public,5561526327
Bihar,Aurangabad,Deo,phc,APHC Chhuchia Dulare,NA,24.5371385,84.2533981,Y,Physical,Rural,Public,1112133440
Bihar,Gaya,Fatehpur,phc,APHC Naudiha Sultanpur,NA,24.54152,85.24029,Y,Physical,Rural,Public,1112128820
Bihar,Rohtas,Nauhatta,phc,Nauhatta,NA,24.5433,83.8181,Y,Physical,Rural,Public,4781371689
Bihar,Aurangabad,Kutumba,phc,APHC Maharajganj,NA,24.5477184,84.2681944,Y,Physical,Rural,Public,1112136476
Bihar,Aurangabad,Nabinagar,phc,APHC Tandwa,NA,24.5552557,84.1388033,Y,Physical,Rural,Public,2488324712
Bihar,Jamui,Chakai,phc,Chakai,NA,24.555603,86.395947,Y,Physical,Rural,Public,4253328787
Bihar,Jamui,Chakai,phc,APHC Karhit,NA,24.555603,86.395947,Y,Physical,Rural,Public,4867166581
Bihar,Jamui,Chakai,phc,APHC Kiyajori,NA,24.555603,86.395947,Y,Physical,Rural,Public,8438485115
Bihar,Jamui,Chakai,phc,APHC Lahawan,NA,24.555603,86.395947,Y,Physical,Rural,Public,2418882367
Bihar,Aurangabad,Kutumba,phc,APHC Deura,NA,24.566451,84.316268,Y,Physical,Rural,Public,7488754115
Bihar,Gaya,Fatehpur,phc,APHC Gamhari,NA,24.56767,85.24832,Y,Physical,Rural,Public,4385632445
Bihar,Aurangabad,Nabinagar,phc,APHC Kalapahad,NA,24.570031,84.1971241,Y,Physical,Rural,Public,3888422254
Bihar,Aurangabad,Nabinagar,phc,APHC Mali,NA,24.570031,84.1971241,Y,Physical,Rural,Public,3888422254
Bihar,Jamui,Chakai,phc,APHC Madhopur,NA,24.574319,86.508874,Y,Physical,Rural,Public,4623485341
Bihar,Aurangabad,Deo,phc,APHC Baluganj,NA,24.5765,84.38045,Y,Physical,Rural,Public,1112133382
Bihar,Gaya,Mohanpur,phc,Mohanpur,NA,24.5794149,85.0921305,Y,Physical,Rural,Public,6856785271
Bihar,Gaya,Dhovi,phc,APHC Karmuni,NA,24.5912,84.9329,Y,Physical,Rural,Public,3674557388
Bihar,Aurangabad,Deo,phc,APHC Pachokhar,NA,24.6027069,84.3946874,Y,Physical,Rural,Public,1112133689
Bihar,Aurangabad,Nabinagar,phc,Nabinagar,NA,24.60335,84.12874,Y,Physical,Rural,Public,6125751567
Bihar,Purnia,Purnia East,phc,APHC Mahendrapur,NA,24.610791,88.02041,Y,Physical,Urban,Public,1112471758
Bihar,Gaya,Amas,phc,Aphc Jhari,NA,24.61344,84.64727,Y,Physical,Rural,Public,4767423579
Bihar,Purnia,Amour,phc,APHC Haphania,NA,24.613662,88.013071,Y,Physical,Rural,Public,1112452378
Bihar,Aurangabad,Kutumba,phc,Kutumba,NA,24.6149556,84.2282198,Y,Physical,Rural,Public,8352867272
Bihar,Aurangabad,Deo,phc,APHC Ketaki,NA,24.6156201,84.4383955,Y,Physical,Rural,Public,1112133473
Bihar,Aurangabad,Nabinagar,phc,APHC Nabinagar Road,NA,24.617352,84.11974,Y,Physical,Rural,Public,3216152367
Bihar,Banka,Chandan,phc,Chandan,NA,24.622344,86.632845,Y,Physical,Rural,Public,4484235181
Bihar,Gaya,Amas,phc,Amas,NA,24.623928,84.651836,Y,Physical,Rural,Public,5545878240
Bihar,Rohtas,Dahri,phc,APHC Baraon Kala,NA,24.62874,83.920166,Y,Physical,Urban,Public,6518883753
Bihar,Rohtas,Rohtas sadar,phc,APHC Chakanhawa,NA,24.62874,83.920166,Y,Physical,Rural,Public,6286346348
Bihar,Gaya,Tan Kuppa,phc,APHC Kariyadpur,NA,24.62943,85.1213,Y,Physical,Rural,Public,1112186638
Bihar,Aurangabad,Deo,phc,APHC Suhi,NA,24.632371,84.3765791,Y,Physical,Rural,Public,1112133770
Bihar,Aurangabad,Kutumba,phc,APHC Turta,NA,24.6328714,84.194992,Y,Physical,Rural,Public,1112136864
Bihar,Aurangabad,Kutumba,phc,APHC Amba,NA,24.6352261,84.2288055,Y,Physical,Rural,Public,1161585532
Bihar,Gaya,Fatehpur,phc,Fatehpur,NA,24.63731,85.2118,Y,Physical,Rural,Public,2535611814
Bihar,Aurangabad,Kutumba,phc,APHC Kajhpa,NA,24.6376866,84.3478736,Y,Physical,Rural,Public,1112135874
Bihar,Gaya,Bodh Gaya,phc,APHC Khajbati,NA,24.639617,84.999214,Y,Physical,Rural,Public,7244233743
Bihar,Jamui,Sono,phc,APHC Batiya,NA,24.643585,86.355418,Y,Physical,Rural,Public,5128466884
Bihar,Nawada,Rajauli,phc,Rajauli,NA,24.64483,85.49527,Y,Physical,Rural,Public,5831841480
Bihar,Aurangabad,Nabinagar,phc,APHC Chiraili,NA,24.6477698,84.1158366,Y,Physical,Rural,Public,4557182880
Bihar,Aurangabad,Madanpur,phc,Madanpur,NA,24.65338528,84.58479595,Y,Physical,Rural,Public,4628267736
Bihar,Nawada,Rajauli,phc,APHC Basraun,NA,24.653804,85.296478,Y,Physical,Rural,Public,8615828285
Bihar,Nawada,Sirdala,phc,APHC Kusahan,NA,24.655704,85.382416,Y,Physical,Rural,Public,8727144662
Bihar,Aurangabad,Kutumba,phc,APHC Simra,NA,24.657112,84.270912,Y,Physical,Rural,Public,1112136831
Bihar,Nawada,Sirdala,phc,Sirdala,NA,24.65727,85.40917,Y,Physical,Rural,Public,1774576779
Bihar,Aurangabad,Deo,phc,Deo,NA,24.658289,84.4294193,Y,Physical,Rural,Public,5251565544
Bihar,Jamui,Sono,phc,APHC Maheshwari,NA,24.660213,86.268226,Y,Physical,Rural,Public,2154837484
Bihar,Kaimur Bhabua,Adhaura,phc,Adhaura,NA,24.66115,83.79484,Y,Physical,Rural,Public,7472441372
Bihar,Gaya,Gurua,phc,Gurua,NA,24.666399,84.7846856,Y,Physical,Rural,Public,2432376842
Bihar,Gaya,Sherghati,phc,Sherghati,NA,24.667164,24.808387,Y,Physical,Rural,Public,4741348413
Bihar,Nawada,Rajauli,phc,APHC Baahadurpur,NA,24.68695,85.5161,Y,Physical,Rural,Public,6766528472
Bihar,Nawada,Nawada Sadar,phc,APHC Orhanpura,NA,24.687801,85.521312,Y,Physical,Urban,Public,2632588865
Bihar,Rohtas,Nokha,phc,Nokha,NA,24.68927,83.53447,Y,Physical,Rural,Public,8643777512
Bihar,Gaya,Bodh Gaya,phc,APHC Cherki,NA,24.68966,84.884661,Y,Physical,Rural,Public,5221436511
Bihar,Gaya,Gurua,phc,APHC Simaru,NA,24.6906,84.722027,Y,Physical,Rural,Public,4887131821
Bihar,Aurangabad,Kutumba,phc,APHC Risiap,NA,24.6952283,84.3073439,Y,Physical,Rural,Public,1112136773
Bihar,Aurangabad,Madanpur,phc,APHC Teldiha,NA,24.6968364,84.5079535,Y,Physical,Rural,Public,6674643272
Bihar,Aurangabad,Madanpur,phc,APHC Salaiya,NA,24.6975087,84.6003262,Y,Physical,Rural,Public,1112137375
Bihar,Aurangabad,Nabinagar,phc,APHC Salaaiya,NA,24.6975097,84.6178359,Y,Physical,Rural,Public,4255377782
Bihar,Gaya,Bodh Gaya,phc,Bodh Gaya,NA,24.69753,84.99254,Y,Physical,Rural,Public,8417734269
Bihar,Kaimur Bhabua,Bhabua,phc,Bhabua Sadar,NA,24.6979,83.61394,Y,Physical,Urban,Public,8826615786
